Time,Tag,Type,Message,
0.7659831,Agent04,I,My message,
0.7659831,Agent03,I,My message,
0.7659831,Agent02,I,My message,
0.7659831,Agent01,I,My message,
0.7817651,Agent04,I,My message,
0.7817651,Agent03,I,My message,
0.7817651,Agent02,I,My message,
0.7817651,Agent01,I,My message,
0.799008,Agent04,I,My message,
0.799008,Agent03,I,My message,
0.799008,Agent02,I,My message,
0.799008,Agent01,I,My message,
0.8150461,Agent04,I,My message,
0.8150461,Agent03,I,My message,
0.8150461,Agent02,I,My message,
0.8150461,Agent01,I,My message,
0.832213,Agent04,I,My message,
0.832213,Agent03,I,My message,
0.832213,Agent02,I,My message,
0.832213,Agent01,I,My message,
0.848464,Agent04,I,My message,
0.848464,Agent03,I,My message,
0.848464,Agent02,I,My message,
0.848464,Agent01,I,My message,
0.865023,Agent04,I,My message,
0.865023,Agent03,I,My message,
0.865023,Agent02,I,My message,
0.865023,Agent01,I,My message,
0.8812621,Agent04,I,My message,
0.8812621,Agent03,I,My message,
0.8812621,Agent02,I,My message,
0.8812621,Agent01,I,My message,
0.8977261,Agent04,I,My message,
0.8977261,Agent03,I,My message,
0.8977261,Agent02,I,My message,
0.8977261,Agent01,I,My message,
0.914935,Agent04,I,My message,
0.914935,Agent03,I,My message,
0.914935,Agent02,I,My message,
0.914935,Agent01,I,My message,
0.9315851,Agent04,I,My message,
0.9315851,Agent03,I,My message,
0.9315851,Agent02,I,My message,
0.9315851,Agent01,I,My message,
0.9476651,Agent04,I,My message,
0.9476651,Agent03,I,My message,
0.9476651,Agent02,I,My message,
0.9476651,Agent01,I,My message,
0.964079,Agent04,I,My message,
0.964079,Agent03,I,My message,
0.964079,Agent02,I,My message,
0.964079,Agent01,I,My message,
0.981495,Agent04,I,My message,
0.981495,Agent03,I,My message,
0.981495,Agent02,I,My message,
0.981495,Agent01,I,My message,
0.9972041,Agent04,I,My message,
0.9972041,Agent03,I,My message,
0.9972041,Agent02,I,My message,
0.9972041,Agent01,I,My message,
1.014672,Agent04,I,My message,
1.014672,Agent03,I,My message,
1.014672,Agent02,I,My message,
1.014672,Agent01,I,My message,
1.030222,Agent04,I,My message,
1.030222,Agent03,I,My message,
1.030222,Agent02,I,My message,
1.030222,Agent01,I,My message,
1.046824,Agent04,I,My message,
1.046824,Agent03,I,My message,
1.046824,Agent02,I,My message,
1.046824,Agent01,I,My message,
1.06423,Agent04,I,My message,
1.06423,Agent03,I,My message,
1.06423,Agent02,I,My message,
1.06423,Agent01,I,My message,
1.080873,Agent04,I,My message,
1.080873,Agent03,I,My message,
1.080873,Agent02,I,My message,
1.080873,Agent01,I,My message,
1.097107,Agent04,I,My message,
1.097107,Agent03,I,My message,
1.097107,Agent02,I,My message,
1.097107,Agent01,I,My message,
1.114029,Agent04,I,My message,
1.114029,Agent03,I,My message,
1.114029,Agent02,I,My message,
1.114029,Agent01,I,My message,
1.130329,Agent04,I,My message,
1.130329,Agent03,I,My message,
1.130329,Agent02,I,My message,
1.130329,Agent01,I,My message,
1.146923,Agent04,I,My message,
1.146923,Agent03,I,My message,
1.146923,Agent02,I,My message,
1.146923,Agent01,I,My message,
1.163479,Agent04,I,My message,
1.163479,Agent03,I,My message,
1.163479,Agent02,I,My message,
1.163479,Agent01,I,My message,
1.180128,Agent04,I,My message,
1.180128,Agent03,I,My message,
1.180128,Agent02,I,My message,
1.180128,Agent01,I,My message,
1.196095,Agent04,I,My message,
1.196095,Agent03,I,My message,
1.196095,Agent02,I,My message,
1.196095,Agent01,I,My message,
1.212675,Agent04,I,My message,
1.212675,Agent03,I,My message,
1.212675,Agent02,I,My message,
1.212675,Agent01,I,My message,
1.229921,Agent04,I,My message,
1.229921,Agent03,I,My message,
1.229921,Agent02,I,My message,
1.229921,Agent01,I,My message,
1.246198,Agent04,I,My message,
1.246198,Agent03,I,My message,
1.246198,Agent02,I,My message,
1.246198,Agent01,I,My message,
1.262828,Agent04,I,My message,
1.262828,Agent03,I,My message,
1.262828,Agent02,I,My message,
1.262828,Agent01,I,My message,
1.279513,Agent04,I,My message,
1.279513,Agent03,I,My message,
1.279513,Agent02,I,My message,
1.279513,Agent01,I,My message,
1.296098,Agent04,I,My message,
1.296098,Agent03,I,My message,
1.296098,Agent02,I,My message,
1.296098,Agent01,I,My message,
1.312447,Agent04,I,My message,
1.312447,Agent03,I,My message,
1.312447,Agent02,I,My message,
1.312447,Agent01,I,My message,
1.32848,Agent04,I,My message,
1.32848,Agent03,I,My message,
1.32848,Agent02,I,My message,
1.32848,Agent01,I,My message,
1.345556,Agent04,I,My message,
1.345556,Agent03,I,My message,
1.345556,Agent02,I,My message,
1.345556,Agent01,I,My message,
1.362087,Agent04,I,My message,
1.362087,Agent03,I,My message,
1.362087,Agent02,I,My message,
1.362087,Agent01,I,My message,
1.378865,Agent04,I,My message,
1.378865,Agent03,I,My message,
1.378865,Agent02,I,My message,
1.378865,Agent01,I,My message,
1.394801,Agent04,I,My message,
1.394801,Agent03,I,My message,
1.394801,Agent02,I,My message,
1.394801,Agent01,I,My message,
1.412115,Agent04,I,My message,
1.412115,Agent03,I,My message,
1.412115,Agent02,I,My message,
1.412115,Agent01,I,My message,
1.428741,Agent04,I,My message,
1.428741,Agent03,I,My message,
1.428741,Agent02,I,My message,
1.428741,Agent01,I,My message,
1.445387,Agent04,I,My message,
1.445387,Agent03,I,My message,
1.445387,Agent02,I,My message,
1.445387,Agent01,I,My message,
1.46144,Agent04,I,My message,
1.46144,Agent03,I,My message,
1.46144,Agent02,I,My message,
1.46144,Agent01,I,My message,
1.477961,Agent04,I,My message,
1.477961,Agent03,I,My message,
1.477961,Agent02,I,My message,
1.477961,Agent01,I,My message,
1.495088,Agent04,I,My message,
1.495088,Agent03,I,My message,
1.495088,Agent02,I,My message,
1.495088,Agent01,I,My message,
1.511231,Agent04,I,My message,
1.511231,Agent03,I,My message,
1.511231,Agent02,I,My message,
1.511231,Agent01,I,My message,
1.527738,Agent04,I,My message,
1.527738,Agent03,I,My message,
1.527738,Agent02,I,My message,
1.527738,Agent01,I,My message,
1.544068,Agent04,I,My message,
1.544068,Agent03,I,My message,
1.544068,Agent02,I,My message,
1.544068,Agent01,I,My message,
1.561322,Agent04,I,My message,
1.561322,Agent03,I,My message,
1.561322,Agent02,I,My message,
1.561322,Agent01,I,My message,
1.577284,Agent04,I,My message,
1.577284,Agent03,I,My message,
1.577284,Agent02,I,My message,
1.577284,Agent01,I,My message,
1.593633,Agent04,I,My message,
1.593633,Agent03,I,My message,
1.593633,Agent02,I,My message,
1.593633,Agent01,I,My message,
1.610765,Agent04,I,My message,
1.610765,Agent03,I,My message,
1.610765,Agent02,I,My message,
1.610765,Agent01,I,My message,
1.627385,Agent04,I,My message,
1.627385,Agent03,I,My message,
1.627385,Agent02,I,My message,
1.627385,Agent01,I,My message,
1.644008,Agent04,I,My message,
1.644008,Agent03,I,My message,
1.644008,Agent02,I,My message,
1.644008,Agent01,I,My message,
1.660654,Agent04,I,My message,
1.660654,Agent03,I,My message,
1.660654,Agent02,I,My message,
1.660654,Agent01,I,My message,
1.676924,Agent04,I,My message,
1.676924,Agent03,I,My message,
1.676924,Agent02,I,My message,
1.676924,Agent01,I,My message,
1.693993,Agent04,I,My message,
1.693993,Agent03,I,My message,
1.693993,Agent02,I,My message,
1.693993,Agent01,I,My message,
1.710074,Agent04,I,My message,
1.710074,Agent03,I,My message,
1.710074,Agent02,I,My message,
1.710074,Agent01,I,My message,
1.727066,Agent04,I,My message,
1.727066,Agent03,I,My message,
1.727066,Agent02,I,My message,
1.727066,Agent01,I,My message,
1.742975,Agent04,I,My message,
1.742975,Agent03,I,My message,
1.742975,Agent02,I,My message,
1.742975,Agent01,I,My message,
1.760007,Agent04,I,My message,
1.760007,Agent03,I,My message,
1.760007,Agent02,I,My message,
1.760007,Agent01,I,My message,
1.776446,Agent04,I,My message,
1.776446,Agent03,I,My message,
1.776446,Agent02,I,My message,
1.776446,Agent01,I,My message,
1.793149,Agent04,I,My message,
1.793149,Agent03,I,My message,
1.793149,Agent02,I,My message,
1.793149,Agent01,I,My message,
1.80927,Agent04,I,My message,
1.80927,Agent03,I,My message,
1.80927,Agent02,I,My message,
1.80927,Agent01,I,My message,
1.82625,Agent04,I,My message,
1.82625,Agent03,I,My message,
1.82625,Agent02,I,My message,
1.82625,Agent01,I,My message,
1.842682,Agent04,I,My message,
1.842682,Agent03,I,My message,
1.842682,Agent02,I,My message,
1.842682,Agent01,I,My message,
1.858748,Agent04,I,My message,
1.858748,Agent03,I,My message,
1.858748,Agent02,I,My message,
1.858748,Agent01,I,My message,
1.875937,Agent04,I,My message,
1.875937,Agent03,I,My message,
1.875937,Agent02,I,My message,
1.875937,Agent01,I,My message,
1.89194,Agent04,I,My message,
1.89194,Agent03,I,My message,
1.89194,Agent02,I,My message,
1.89194,Agent01,I,My message,
1.909146,Agent04,I,My message,
1.909146,Agent03,I,My message,
1.909146,Agent02,I,My message,
1.909146,Agent01,I,My message,
1.925713,Agent04,I,My message,
1.925713,Agent03,I,My message,
1.925713,Agent02,I,My message,
1.925713,Agent01,I,My message,
1.941632,Agent04,I,My message,
1.941632,Agent03,I,My message,
1.941632,Agent02,I,My message,
1.941632,Agent01,I,My message,
1.958184,Agent04,I,My message,
1.958184,Agent03,I,My message,
1.958184,Agent02,I,My message,
1.958184,Agent01,I,My message,
1.975187,Agent04,I,My message,
1.975187,Agent03,I,My message,
1.975187,Agent02,I,My message,
1.975187,Agent01,I,My message,
1.9919,Agent04,I,My message,
1.9919,Agent03,I,My message,
1.9919,Agent02,I,My message,
1.9919,Agent01,I,My message,
2.008558,Agent04,I,My message,
2.008558,Agent03,I,My message,
2.008558,Agent02,I,My message,
2.008558,Agent01,I,My message,
2.02531,Agent04,I,My message,
2.02531,Agent03,I,My message,
2.02531,Agent02,I,My message,
2.02531,Agent01,I,My message,
2.046936,Agent04,I,My message,
2.046936,Agent03,I,My message,
2.046936,Agent02,I,My message,
2.046936,Agent01,I,My message,
2.064384,Agent04,I,My message,
2.064384,Agent03,I,My message,
2.064384,Agent02,I,My message,
2.064384,Agent01,I,My message,
2.080962,Agent04,I,My message,
2.080962,Agent03,I,My message,
2.080962,Agent02,I,My message,
2.080962,Agent01,I,My message,
2.097765,Agent04,I,My message,
2.097765,Agent03,I,My message,
2.097765,Agent02,I,My message,
2.097765,Agent01,I,My message,
2.113493,Agent04,I,My message,
2.113493,Agent03,I,My message,
2.113493,Agent02,I,My message,
2.113493,Agent01,I,My message,
2.130458,Agent04,I,My message,
2.130458,Agent03,I,My message,
2.130458,Agent02,I,My message,
2.130458,Agent01,I,My message,
2.147059,Agent04,I,My message,
2.147059,Agent03,I,My message,
2.147059,Agent02,I,My message,
2.147059,Agent01,I,My message,
2.163279,Agent04,I,My message,
2.163279,Agent03,I,My message,
2.163279,Agent02,I,My message,
2.163279,Agent01,I,My message,
2.179685,Agent04,I,My message,
2.179685,Agent03,I,My message,
2.179685,Agent02,I,My message,
2.179685,Agent01,I,My message,
2.196654,Agent04,I,My message,
2.196654,Agent03,I,My message,
2.196654,Agent02,I,My message,
2.196654,Agent01,I,My message,
2.213745,Agent04,I,My message,
2.213745,Agent03,I,My message,
2.213745,Agent02,I,My message,
2.213745,Agent01,I,My message,
2.229743,Agent04,I,My message,
2.229743,Agent03,I,My message,
2.229743,Agent02,I,My message,
2.229743,Agent01,I,My message,
2.246415,Agent04,I,My message,
2.246415,Agent03,I,My message,
2.246415,Agent02,I,My message,
2.246415,Agent01,I,My message,
2.262742,Agent04,I,My message,
2.262742,Agent03,I,My message,
2.262742,Agent02,I,My message,
2.262742,Agent01,I,My message,
2.27918,Agent04,I,My message,
2.27918,Agent03,I,My message,
2.27918,Agent02,I,My message,
2.27918,Agent01,I,My message,
2.296294,Agent04,I,My message,
2.296294,Agent03,I,My message,
2.296294,Agent02,I,My message,
2.296294,Agent01,I,My message,
2.313056,Agent04,I,My message,
2.313056,Agent03,I,My message,
2.313056,Agent02,I,My message,
2.313056,Agent01,I,My message,
2.329093,Agent04,I,My message,
2.329093,Agent03,I,My message,
2.329093,Agent02,I,My message,
2.329093,Agent01,I,My message,
2.345558,Agent04,I,My message,
2.345558,Agent03,I,My message,
2.345558,Agent02,I,My message,
2.345558,Agent01,I,My message,
2.362035,Agent04,I,My message,
2.362035,Agent03,I,My message,
2.362035,Agent02,I,My message,
2.362035,Agent01,I,My message,
2.379326,Agent04,I,My message,
2.379326,Agent03,I,My message,
2.379326,Agent02,I,My message,
2.379326,Agent01,I,My message,
2.395708,Agent04,I,My message,
2.395708,Agent03,I,My message,
2.395708,Agent02,I,My message,
2.395708,Agent01,I,My message,
2.412016,Agent04,I,My message,
2.412016,Agent03,I,My message,
2.412016,Agent02,I,My message,
2.412016,Agent01,I,My message,
2.42895,Agent04,I,My message,
2.42895,Agent03,I,My message,
2.42895,Agent02,I,My message,
2.42895,Agent01,I,My message,
2.445638,Agent04,I,My message,
2.445638,Agent03,I,My message,
2.445638,Agent02,I,My message,
2.445638,Agent01,I,My message,
2.461659,Agent04,I,My message,
2.461659,Agent03,I,My message,
2.461659,Agent02,I,My message,
2.461659,Agent01,I,My message,
2.47794,Agent04,I,My message,
2.47794,Agent03,I,My message,
2.47794,Agent02,I,My message,
2.47794,Agent01,I,My message,
2.494934,Agent04,I,My message,
2.494934,Agent03,I,My message,
2.494934,Agent02,I,My message,
2.494934,Agent01,I,My message,
2.511214,Agent04,I,My message,
2.511214,Agent03,I,My message,
2.511214,Agent02,I,My message,
2.511214,Agent01,I,My message,
2.527862,Agent04,I,My message,
2.527862,Agent03,I,My message,
2.527862,Agent02,I,My message,
2.527862,Agent01,I,My message,
2.544407,Agent04,I,My message,
2.544407,Agent03,I,My message,
2.544407,Agent02,I,My message,
2.544407,Agent01,I,My message,
2.561501,Agent04,I,My message,
2.561501,Agent03,I,My message,
2.561501,Agent02,I,My message,
2.561501,Agent01,I,My message,
2.577624,Agent04,I,My message,
2.577624,Agent03,I,My message,
2.577624,Agent02,I,My message,
2.577624,Agent01,I,My message,
2.594823,Agent04,I,My message,
2.594823,Agent03,I,My message,
2.594823,Agent02,I,My message,
2.594823,Agent01,I,My message,
2.610323,Agent04,I,My message,
2.610323,Agent03,I,My message,
2.610323,Agent02,I,My message,
2.610323,Agent01,I,My message,
2.627566,Agent04,I,My message,
2.627566,Agent03,I,My message,
2.627566,Agent02,I,My message,
2.627566,Agent01,I,My message,
2.644214,Agent04,I,My message,
2.644214,Agent03,I,My message,
2.644214,Agent02,I,My message,
2.644214,Agent01,I,My message,
2.660423,Agent04,I,My message,
2.660423,Agent03,I,My message,
2.660423,Agent02,I,My message,
2.660423,Agent01,I,My message,
2.676477,Agent04,I,My message,
2.676477,Agent03,I,My message,
2.676477,Agent02,I,My message,
2.676477,Agent01,I,My message,
2.693484,Agent04,I,My message,
2.693484,Agent03,I,My message,
2.693484,Agent02,I,My message,
2.693484,Agent01,I,My message,
2.710695,Agent04,I,My message,
2.710695,Agent03,I,My message,
2.710695,Agent02,I,My message,
2.710695,Agent01,I,My message,
2.726389,Agent04,I,My message,
2.726389,Agent03,I,My message,
2.726389,Agent02,I,My message,
2.726389,Agent01,I,My message,
2.743574,Agent04,I,My message,
2.743574,Agent03,I,My message,
2.743574,Agent02,I,My message,
2.743574,Agent01,I,My message,
2.760024,Agent04,I,My message,
2.760024,Agent03,I,My message,
2.760024,Agent02,I,My message,
2.760024,Agent01,I,My message,
2.776884,Agent04,I,My message,
2.776884,Agent03,I,My message,
2.776884,Agent02,I,My message,
2.776884,Agent01,I,My message,
2.793474,Agent04,I,My message,
2.793474,Agent03,I,My message,
2.793474,Agent02,I,My message,
2.793474,Agent01,I,My message,
2.810112,Agent04,I,My message,
2.810112,Agent03,I,My message,
2.810112,Agent02,I,My message,
2.810112,Agent01,I,My message,
2.826248,Agent04,I,My message,
2.826248,Agent03,I,My message,
2.826248,Agent02,I,My message,
2.826248,Agent01,I,My message,
2.842902,Agent04,I,My message,
2.842902,Agent03,I,My message,
2.842902,Agent02,I,My message,
2.842902,Agent01,I,My message,
2.859314,Agent04,I,My message,
2.859314,Agent03,I,My message,
2.859314,Agent02,I,My message,
2.859314,Agent01,I,My message,
2.876077,Agent04,I,My message,
2.876077,Agent03,I,My message,
2.876077,Agent02,I,My message,
2.876077,Agent01,I,My message,
2.892217,Agent04,I,My message,
2.892217,Agent03,I,My message,
2.892217,Agent02,I,My message,
2.892217,Agent01,I,My message,
2.90873,Agent04,I,My message,
2.90873,Agent03,I,My message,
2.90873,Agent02,I,My message,
2.90873,Agent01,I,My message,
2.925433,Agent04,I,My message,
2.925433,Agent03,I,My message,
2.925433,Agent02,I,My message,
2.925433,Agent01,I,My message,
2.942168,Agent04,I,My message,
2.942168,Agent03,I,My message,
2.942168,Agent02,I,My message,
2.942168,Agent01,I,My message,
2.958604,Agent04,I,My message,
2.958604,Agent03,I,My message,
2.958604,Agent02,I,My message,
2.958604,Agent01,I,My message,
2.974797,Agent04,I,My message,
2.974797,Agent03,I,My message,
2.974797,Agent02,I,My message,
2.974797,Agent01,I,My message,
2.991469,Agent04,I,My message,
2.991469,Agent03,I,My message,
2.991469,Agent02,I,My message,
2.991469,Agent01,I,My message,
3.008766,Agent04,I,My message,
3.008766,Agent03,I,My message,
3.008766,Agent02,I,My message,
3.008766,Agent01,I,My message,
3.024528,Agent04,I,My message,
3.024528,Agent03,I,My message,
3.024528,Agent02,I,My message,
3.024528,Agent01,I,My message,
3.0413,Agent04,I,My message,
3.0413,Agent03,I,My message,
3.0413,Agent02,I,My message,
3.0413,Agent01,I,My message,
3.058604,Agent04,I,My message,
3.058604,Agent03,I,My message,
3.058604,Agent02,I,My message,
3.058604,Agent01,I,My message,
3.074481,Agent04,I,My message,
3.074481,Agent03,I,My message,
3.074481,Agent02,I,My message,
3.074481,Agent01,I,My message,
3.091398,Agent04,I,My message,
3.091398,Agent03,I,My message,
3.091398,Agent02,I,My message,
3.091398,Agent01,I,My message,
3.108091,Agent04,I,My message,
3.108091,Agent03,I,My message,
3.108091,Agent02,I,My message,
3.108091,Agent01,I,My message,
3.123939,Agent04,I,My message,
3.123939,Agent03,I,My message,
3.123939,Agent02,I,My message,
3.123939,Agent01,I,My message,
3.14131,Agent04,I,My message,
3.14131,Agent03,I,My message,
3.14131,Agent02,I,My message,
3.14131,Agent01,I,My message,
3.157984,Agent04,I,My message,
3.157984,Agent03,I,My message,
3.157984,Agent02,I,My message,
3.157984,Agent01,I,My message,
3.174063,Agent04,I,My message,
3.174063,Agent03,I,My message,
3.174063,Agent02,I,My message,
3.174063,Agent01,I,My message,
3.190667,Agent04,I,My message,
3.190667,Agent03,I,My message,
3.190667,Agent02,I,My message,
3.190667,Agent01,I,My message,
3.206935,Agent04,I,My message,
3.206935,Agent03,I,My message,
3.206935,Agent02,I,My message,
3.206935,Agent01,I,My message,
3.22354,Agent04,I,My message,
3.22354,Agent03,I,My message,
3.22354,Agent02,I,My message,
3.22354,Agent01,I,My message,
3.239865,Agent04,I,My message,
3.239865,Agent03,I,My message,
3.239865,Agent02,I,My message,
3.239865,Agent01,I,My message,
3.257162,Agent04,I,My message,
3.257162,Agent03,I,My message,
3.257162,Agent02,I,My message,
3.257162,Agent01,I,My message,
3.272969,Agent04,I,My message,
3.272969,Agent03,I,My message,
3.272969,Agent02,I,My message,
3.272969,Agent01,I,My message,
3.289853,Agent04,I,My message,
3.289853,Agent03,I,My message,
3.289853,Agent02,I,My message,
3.289853,Agent01,I,My message,
3.306656,Agent04,I,My message,
3.306656,Agent03,I,My message,
3.306656,Agent02,I,My message,
3.306656,Agent01,I,My message,
3.323403,Agent04,I,My message,
3.323403,Agent03,I,My message,
3.323403,Agent02,I,My message,
3.323403,Agent01,I,My message,
3.339476,Agent04,I,My message,
3.339476,Agent03,I,My message,
3.339476,Agent02,I,My message,
3.339476,Agent01,I,My message,
3.356641,Agent04,I,My message,
3.356641,Agent03,I,My message,
3.356641,Agent02,I,My message,
3.356641,Agent01,I,My message,
3.372707,Agent04,I,My message,
3.372707,Agent03,I,My message,
3.372707,Agent02,I,My message,
3.372707,Agent01,I,My message,
3.389925,Agent04,I,My message,
3.389925,Agent03,I,My message,
3.389925,Agent02,I,My message,
3.389925,Agent01,I,My message,
3.406087,Agent04,I,My message,
3.406087,Agent03,I,My message,
3.406087,Agent02,I,My message,
3.406087,Agent01,I,My message,
3.422591,Agent04,I,My message,
3.422591,Agent03,I,My message,
3.422591,Agent02,I,My message,
3.422591,Agent01,I,My message,
3.439329,Agent04,I,My message,
3.439329,Agent03,I,My message,
3.439329,Agent02,I,My message,
3.439329,Agent01,I,My message,
3.455884,Agent04,I,My message,
3.455884,Agent03,I,My message,
3.455884,Agent02,I,My message,
3.455884,Agent01,I,My message,
3.472459,Agent04,I,My message,
3.472459,Agent03,I,My message,
3.472459,Agent02,I,My message,
3.472459,Agent01,I,My message,
3.489261,Agent04,I,My message,
3.489261,Agent03,I,My message,
3.489261,Agent02,I,My message,
3.489261,Agent01,I,My message,
3.505288,Agent04,I,My message,
3.505288,Agent03,I,My message,
3.505288,Agent02,I,My message,
3.505288,Agent01,I,My message,
3.521399,Agent04,I,My message,
3.521399,Agent03,I,My message,
3.521399,Agent02,I,My message,
3.521399,Agent01,I,My message,
3.538565,Agent04,I,My message,
3.538565,Agent03,I,My message,
3.538565,Agent02,I,My message,
3.538565,Agent01,I,My message,
3.554877,Agent04,I,My message,
3.554877,Agent03,I,My message,
3.554877,Agent02,I,My message,
3.554877,Agent01,I,My message,
3.571964,Agent04,I,My message,
3.571964,Agent03,I,My message,
3.571964,Agent02,I,My message,
3.571964,Agent01,I,My message,
3.588556,Agent04,I,My message,
3.588556,Agent03,I,My message,
3.588556,Agent02,I,My message,
3.588556,Agent01,I,My message,
3.605191,Agent04,I,My message,
3.605191,Agent03,I,My message,
3.605191,Agent02,I,My message,
3.605191,Agent01,I,My message,
3.62124,Agent04,I,My message,
3.62124,Agent03,I,My message,
3.62124,Agent02,I,My message,
3.62124,Agent01,I,My message,
3.638012,Agent04,I,My message,
3.638012,Agent03,I,My message,
3.638012,Agent02,I,My message,
3.638012,Agent01,I,My message,
3.654597,Agent04,I,My message,
3.654597,Agent03,I,My message,
3.654597,Agent02,I,My message,
3.654597,Agent01,I,My message,
3.671231,Agent04,I,My message,
3.671231,Agent03,I,My message,
3.671231,Agent02,I,My message,
3.671231,Agent01,I,My message,
3.687388,Agent04,I,My message,
3.687388,Agent03,I,My message,
3.687388,Agent02,I,My message,
3.687388,Agent01,I,My message,
3.704485,Agent04,I,My message,
3.704485,Agent03,I,My message,
3.704485,Agent02,I,My message,
3.704485,Agent01,I,My message,
3.721196,Agent04,I,My message,
3.721196,Agent03,I,My message,
3.721196,Agent02,I,My message,
